Brand,Model,Year,KM_Driven,Fuel_Type,Mileage,Transmission,Owner_Type,Engine,Seats,Selling_Price
Tata,Altroz,2022,147592,Petrol,16.5,Automatic,Second Owner,2179,6,695322
Toyota,Fortuner,2023,165289,Petrol,20.2,Automatic,Second Owner,1497,4,702078
Honda,City,2010,120999,CNG,16.1,Manual,First Owner,998,5,173814
Toyota,Innova,2022,101235,Diesel,27.1,Manual,Third Owner,1997,5,825166
Kia,Seltos,2020,169213,CNG,12.6,Manual,First Owner,796,4,431480
Hyundai,Verna,2020,17713,Diesel,16.2,Manual,First Owner,1197,5,728322
Honda,WR-V,2014,16895,CNG,20.1,Automatic,First Owner,1497,5,574090
Maruti,Swift,2018,143493,CNG,25.2,Manual,First Owner,1248,4,482465
Maruti,Dzire,2011,165491,CNG,24.5,Automatic,Second Owner,1497,5,231951
Honda,Amaze,2024,62442,CNG,22.1,Automatic,Third Owner,1997,6,895380
Tata,Nexon,2016,113382,CNG,13.4,Automatic,Second Owner,1197,6,483882
Honda,WR-V,2015,30227,Diesel,17.6,Manual,First Owner,1197,6,567529
Mahindra,Bolero,2018,76632,Petrol,17.7,Manual,Second Owner,1498,6,602318
Kia,Seltos,2020,23541,CNG,21.5,Automatic,Second Owner,1498,7,796221
Mahindra,XUV700,2015,161168,CNG,24.3,Manual,Second Owner,1197,7,326221
Kia,Seltos,2024,26582,Petrol,16.8,Automatic,Second Owner,1248,6,872354
Mahindra,XUV300,2023,78464,Diesel,19.9,Manual,Third Owner,2179,7,850849
Tata,Nexon,2010,51437,CNG,20.7,Manual,Third Owner,1248,7,334641
Tata,Altroz,2025,106965,CNG,27.3,Automatic,Second Owner,998,7,771703
Kia,Sonet,2015,173154,Diesel,26.1,Automatic,Third Owner,2179,4,531637
Mahindra,Bolero,2020,149853,Petrol,23.5,Manual,First Owner,1497,7,558180
Maruti,WagonR,2018,35944,Diesel,14,Manual,First Owner,1498,7,655962
Kia,Carens,2011,40633,Petrol,20.2,Manual,Third Owner,998,4,332603
Maruti,Baleno,2015,31713,CNG,16.4,Manual,Second Owner,1497,5,554394
Maruti,WagonR,2020,101771,CNG,16.9,Manual,Third Owner,998,4,580025
Kia,Seltos,2016,114177,Diesel,16.4,Automatic,First Owner,1248,6,505712
Mahindra,XUV300,2018,53581,CNG,20.2,Automatic,Second Owner,796,6,603636
Maruti,Swift,2024,142477,CNG,26.5,Manual,First Owner,1997,4,838260
Honda,Jazz,2011,179843,Petrol,24.3,Automatic,Second Owner,1997,7,302409
Maruti,Dzire,2011,56855,CNG,23.4,Automatic,Second Owner,1197,5,436682
Mahindra,XUV300,2014,171411,Diesel,28.4,Automatic,Second Owner,998,7,369011
Maruti,WagonR,2017,71591,CNG,12.3,Manual,First Owner,1248,5,527510
Maruti,Swift,2018,134047,Diesel,14.1,Manual,Second Owner,1497,5,518657
Honda,WR-V,2019,111868,Petrol,20.6,Manual,Second Owner,1997,5,625992
Mahindra,Bolero,2023,179326,Diesel,28,Manual,First Owner,1997,5,692418
Tata,Nexon,2022,174762,Petrol,24.6,Manual,First Owner,2179,7,654786
Kia,Seltos,2012,49708,CNG,28.6,Automatic,Third Owner,998,4,455757
Maruti,WagonR,2013,106582,Petrol,22.2,Automatic,Third Owner,1997,5,528452
Maruti,Swift,2021,194232,CNG,26.4,Automatic,Second Owner,1997,7,652231
Maruti,Swift,2024,9616,Petrol,18.1,Automatic,Second Owner,1248,7,902941
Kia,Seltos,2025,179420,Diesel,23.7,Automatic,First Owner,1498,6,771989
Honda,Amaze,2014,106333,CNG,12.1,Manual,Third Owner,2179,5,449434
Mahindra,XUV700,2025,119513,CNG,15.1,Manual,Second Owner,998,5,712936
Kia,Sonet,2019,69812,Petrol,22.8,Automatic,First Owner,1498,6,724025
Maruti,WagonR,2018,198933,Petrol,12.3,Manual,Third Owner,1197,5,362176
Tata,Nexon,2018,99698,Diesel,22.1,Manual,Second Owner,1497,5,535704
Tata,Altroz,2018,145202,Diesel,25.9,Automatic,Second Owner,2179,7,660553
Mahindra,XUV700,2011,195815,Diesel,27.9,Automatic,First Owner,998,5,172818
Honda,Jazz,2022,169159,Diesel,16.8,Automatic,First Owner,796,5,503948
Kia,Seltos,2022,26380,CNG,23.6,Manual,First Owner,1197,7,815751
Toyota,Fortuner,2016,73010,Diesel,22.8,Manual,Third Owner,998,5,483861
Kia,Seltos,2011,152982,Diesel,16.2,Manual,Third Owner,1197,4,173189
Toyota,Fortuner,2016,194744,CNG,23.5,Manual,Second Owner,1997,6,470552
Tata,Harrier,2010,176767,Petrol,19.3,Automatic,Second Owner,1498,7,166816
Honda,City,2020,59611,Diesel,14.6,Manual,Third Owner,998,6,619091
Tata,Punch,2022,175326,CNG,28.6,Manual,Third Owner,998,5,595150
Hyundai,Venue,2015,87374,Diesel,26.4,Automatic,Third Owner,1197,7,460098
Kia,Sonet,2014,73250,CNG,21.4,Manual,Second Owner,998,5,400096
Tata,Altroz,2024,120037,Petrol,15.8,Manual,Third Owner,2179,5,833502
Maruti,Dzire,2016,22105,CNG,17,Automatic,First Owner,1997,5,640678
Kia,Seltos,2023,19870,Diesel,16.1,Automatic,Third Owner,1248,4,861812
Tata,Harrier,2023,113385,Petrol,17.8,Manual,Third Owner,1497,5,726477
Toyota,Fortuner,2020,87286,Diesel,24.4,Automatic,First Owner,796,7,648121
Tata,Punch,2016,64093,Diesel,28.9,Manual,Third Owner,796,5,514901
Maruti,WagonR,2015,46493,CNG,21.5,Manual,First Owner,1498,7,595953
Kia,Seltos,2013,117401,Diesel,13.1,Manual,First Owner,1997,6,440901
Honda,WR-V,2013,97671,CNG,24.1,Manual,First Owner,2179,4,511352
Mahindra,XUV700,2022,30204,Diesel,29.8,Manual,First Owner,2179,4,965519
Honda,Jazz,2013,113529,Petrol,26,Automatic,First Owner,796,6,371536
Toyota,Urban Cruiser,2015,157031,Diesel,25.4,Manual,Second Owner,796,5,289558
Maruti,Dzire,2018,41019,CNG,29.7,Manual,Third Owner,1498,5,700707
Kia,Carens,2010,164137,CNG,12.5,Manual,Second Owner,2179,7,228160
Maruti,Swift,2017,163903,Petrol,24.5,Automatic,First Owner,1197,7,471597
Honda,Amaze,2020,46386,CNG,17.2,Manual,Third Owner,1498,7,724835
Honda,City,2011,95739,CNG,29.7,Manual,Third Owner,1497,5,390250
Toyota,Innova,2018,159985,CNG,27.6,Automatic,Second Owner,796,4,434662
Hyundai,Venue,2012,87122,Petrol,20,Manual,Third Owner,1997,4,438842
Honda,WR-V,2020,69736,Petrol,19.6,Automatic,Third Owner,796,4,635484
Maruti,WagonR,2012,46404,CNG,25.4,Manual,Second Owner,1997,7,530111
Mahindra,Scorpio,2014,118028,CNG,24.7,Automatic,First Owner,796,5,348271
Toyota,Fortuner,2021,78550,Diesel,25.4,Manual,First Owner,998,5,641176
Kia,Sonet,2015,190061,Diesel,19.5,Manual,First Owner,1248,7,288902
Toyota,Innova,2017,91925,Diesel,28,Manual,Third Owner,1997,4,588464
Toyota,Urban Cruiser,2016,42768,CNG,18.4,Automatic,Second Owner,1248,4,597915
Toyota,Urban Cruiser,2014,23758,Diesel,16.1,Automatic,First Owner,1497,5,510858
Tata,Altroz,2010,87373,CNG,17.6,Automatic,Third Owner,1248,7,257655
Hyundai,Creta,2014,153880,Diesel,13.3,Manual,First Owner,1498,7,296883
Hyundai,i20,2012,194850,CNG,13.7,Manual,Second Owner,1498,6,175445
Honda,Amaze,2016,151090,Diesel,29.8,Manual,First Owner,2179,4,505041
Toyota,Innova,2024,67469,Petrol,24.6,Manual,Second Owner,1197,6,803262
Kia,Seltos,2015,42171,Petrol,18.3,Automatic,Second Owner,1498,4,578319
Toyota,Innova,2025,25650,Petrol,22.4,Automatic,Second Owner,2179,4,1042377
Honda,WR-V,2025,140105,CNG,23.7,Automatic,First Owner,1498,6,761929
Maruti,Swift,2021,85610,Diesel,25.7,Manual,Second Owner,1197,5,667783
Hyundai,Creta,2023,26753,CNG,12.7,Manual,Second Owner,1248,6,831792
Maruti,Swift,2016,120145,Petrol,13.8,Manual,Second Owner,998,4,379232
Hyundai,i20,2011,99330,CNG,24.1,Automatic,Third Owner,1497,6,388856
Mahindra,Bolero,2024,118249,CNG,26.5,Manual,Third Owner,796,4,645883
Maruti,Baleno,2012,82616,Diesel,25.4,Automatic,Second Owner,1197,5,355297
Tata,Harrier,2015,48290,Petrol,20,Manual,Third Owner,1197,6,467915
Maruti,Baleno,2012,78331,Diesel,28.4,Manual,First Owner,2179,7,468314
Mahindra,XUV700,2010,13380,Diesel,21.4,Manual,Third Owner,1498,7,412732
Kia,Seltos,2011,145858,Petrol,20.7,Automatic,Second Owner,1197,7,202509
Toyota,Fortuner,2011,87781,Petrol,26.8,Automatic,Third Owner,1498,6,391250
Hyundai,Verna,2024,194178,Petrol,19.2,Manual,Second Owner,2179,5,760395
Tata,Punch,2025,35755,Petrol,16.6,Automatic,Third Owner,1197,7,923164
Kia,Seltos,2019,169887,CNG,27.1,Automatic,First Owner,1497,7,594306
Mahindra,XUV700,2020,187306,CNG,12.4,Manual,Second Owner,998,5,444051
Maruti,Swift,2025,81475,Petrol,19.4,Automatic,Third Owner,2179,4,993434
Tata,Punch,2016,62400,Diesel,25.1,Manual,First Owner,1997,6,581602
Toyota,Glanza,2012,156491,Diesel,24,Manual,Third Owner,1497,5,266622
Kia,Carens,2018,65607,CNG,13.6,Manual,First Owner,1497,7,579245
Toyota,Glanza,2019,152888,CNG,16.8,Automatic,Third Owner,1497,6,522341
Tata,Harrier,2024,61198,Diesel,22.2,Manual,Third Owner,2179,4,916861
Maruti,Swift,2013,9565,CNG,18.6,Automatic,Third Owner,2179,4,614126
Tata,Altroz,2018,19497,Diesel,21,Automatic,Third Owner,2179,6,846681
Maruti,Dzire,2023,172113,Petrol,17.7,Automatic,Second Owner,1997,6,747823
Hyundai,Creta,2021,66980,CNG,23.8,Manual,Third Owner,1197,7,732713
Mahindra,Scorpio,2016,97141,Diesel,16.2,Automatic,Second Owner,998,7,408661
Kia,Seltos,2019,173349,Diesel,28,Automatic,First Owner,998,6,482476
Maruti,WagonR,2022,119674,Petrol,17.5,Manual,Second Owner,1497,6,617842
Toyota,Urban Cruiser,2020,139887,CNG,19.3,Automatic,First Owner,1197,5,523010
Maruti,Dzire,2015,43010,Petrol,28.4,Manual,Second Owner,998,7,505913
Hyundai,Verna,2021,48620,CNG,28.9,Manual,First Owner,1997,7,840961
Mahindra,Scorpio,2022,175633,Diesel,26,Automatic,Second Owner,1497,4,667322
Tata,Harrier,2019,195735,CNG,27.4,Manual,Second Owner,1497,6,445465
Toyota,Innova,2014,45558,Diesel,27.2,Automatic,Third Owner,1498,4,531113
Toyota,Glanza,2014,79190,Diesel,14.7,Manual,Second Owner,1248,4,370097
Maruti,Swift,2010,132455,CNG,24.1,Automatic,First Owner,1248,7,250350
Maruti,Baleno,2021,111702,CNG,18.9,Automatic,Second Owner,998,7,609805
Tata,Harrier,2025,118319,Diesel,18.7,Automatic,First Owner,1248,7,752104
Honda,Jazz,2025,12538,CNG,12.3,Manual,Third Owner,1248,7,830932
Mahindra,XUV700,2020,156979,Petrol,23.8,Manual,Third Owner,2179,6,671723
Tata,Altroz,2022,113820,Diesel,25.2,Manual,Third Owner,1248,4,651955
Toyota,Fortuner,2012,180582,CNG,13.7,Automatic,First Owner,2179,6,275522
Honda,City,2024,168391,Petrol,12.3,Automatic,Third Owner,796,7,593815
Maruti,Baleno,2018,98665,CNG,23.4,Manual,First Owner,1497,7,572470
Kia,Sonet,2022,90373,CNG,14.6,Automatic,Second Owner,796,7,665372
Honda,WR-V,2013,188250,Petrol,25.5,Automatic,Second Owner,2179,4,421793
Toyota,Innova,2016,195515,Diesel,12.5,Manual,First Owner,1197,4,243028
Hyundai,Creta,2013,79728,Petrol,24.7,Manual,Second Owner,1997,5,468751
Mahindra,Scorpio,2013,161057,Diesel,21.5,Automatic,Third Owner,1197,5,259807
Kia,Carens,2024,168712,Petrol,18.4,Automatic,Second Owner,998,6,628122
Tata,Nexon,2013,8254,CNG,23.7,Manual,Third Owner,2179,4,632569
Hyundai,i20,2024,185573,CNG,26.9,Automatic,Second Owner,1248,6,678137
Honda,Jazz,2022,74937,CNG,18.9,Automatic,Second Owner,1997,7,837541
Honda,City,2019,144255,Petrol,24.4,Automatic,Second Owner,796,5,477274
Hyundai,Venue,2012,56715,CNG,22.2,Automatic,Third Owner,1997,6,468947
Mahindra,Bolero,2016,40574,Diesel,23.1,Automatic,Second Owner,1997,7,675339
Honda,Jazz,2014,180144,Diesel,28.8,Automatic,Second Owner,1997,4,419069
Toyota,Fortuner,2021,148476,CNG,25.8,Manual,Second Owner,796,5,570146
Kia,Carens,2025,134166,Petrol,24.9,Automatic,First Owner,1497,4,828156
Kia,Sonet,2019,121918,Petrol,21.6,Manual,Second Owner,2179,6,683317
Tata,Punch,2013,164392,Petrol,19,Manual,Third Owner,1248,7,239575
Mahindra,Bolero,2013,190333,CNG,19.5,Manual,First Owner,1498,7,275393
Mahindra,XUV300,2016,176144,Diesel,25.9,Automatic,Third Owner,1197,6,362682
Tata,Nexon,2018,38897,Diesel,18.8,Automatic,Second Owner,1248,6,701115
Toyota,Glanza,2015,118379,Petrol,28.4,Automatic,Third Owner,796,5,433234
Tata,Harrier,2020,26066,CNG,20.7,Automatic,First Owner,1248,7,760046
Honda,City,2024,186653,Diesel,20.2,Automatic,Second Owner,1997,5,736373
Mahindra,Bolero,2018,137996,CNG,25,Automatic,First Owner,1997,6,629238
Hyundai,Venue,2024,94867,CNG,21.2,Automatic,Third Owner,1197,4,792350
Mahindra,Bolero,2023,22529,Diesel,26.3,Automatic,Third Owner,2179,7,977211
Honda,WR-V,2015,113203,Petrol,25.9,Manual,Second Owner,1498,4,420933
Toyota,Innova,2017,45628,Diesel,13.5,Manual,First Owner,1197,6,515683
Hyundai,Verna,2019,136818,Diesel,29.2,Manual,Second Owner,1497,4,578462
Maruti,WagonR,2025,114714,Diesel,22,Automatic,Third Owner,2179,4,912137
Honda,WR-V,2013,95824,Petrol,16.7,Manual,Third Owner,1248,4,388673
Mahindra,XUV700,2021,150966,CNG,16.4,Manual,First Owner,1248,5,593610
Kia,Seltos,2025,84575,CNG,20.2,Automatic,First Owner,796,4,766247
Maruti,Dzire,2023,86995,Petrol,29.5,Automatic,Second Owner,1997,7,884050
Toyota,Urban Cruiser,2025,109804,CNG,16.3,Manual,First Owner,1997,4,835537
Mahindra,XUV700,2020,189240,Diesel,23.5,Manual,Second Owner,2179,4,588434
Maruti,Dzire,2018,117908,CNG,25.7,Automatic,Second Owner,1497,6,563355
Honda,Amaze,2012,46883,Diesel,25.9,Automatic,Second Owner,1997,4,574527
Kia,Seltos,2020,38186,Diesel,23.9,Manual,Second Owner,796,4,637466
Mahindra,XUV700,2014,161484,Petrol,28.3,Manual,Third Owner,1498,5,317180
Toyota,Urban Cruiser,2019,176931,CNG,18.4,Automatic,Second Owner,1497,6,473274
Mahindra,XUV300,2024,113949,Petrol,19.3,Automatic,Third Owner,1248,6,766091
Tata,Punch,2023,14046,CNG,21.5,Manual,Third Owner,1997,4,963596
Kia,Seltos,2015,141382,Petrol,13.3,Manual,Third Owner,1248,4,330895
Mahindra,XUV700,2023,109165,Petrol,20.6,Automatic,Second Owner,1197,7,684086
Mahindra,XUV700,2019,158370,Petrol,17,Manual,First Owner,1997,7,597991
Honda,Amaze,2018,157328,Petrol,25.6,Manual,Third Owner,1497,4,497889
Toyota,Urban Cruiser,2014,59952,CNG,19.9,Manual,Third Owner,998,7,461343
Maruti,WagonR,2010,91745,Petrol,20.8,Manual,First Owner,998,5,203175
Honda,WR-V,2023,147272,Diesel,20.2,Manual,First Owner,1497,4,665759
Tata,Nexon,2022,165123,Petrol,27.1,Manual,First Owner,1197,4,602678
Hyundai,Venue,2025,84773,CNG,25,Automatic,Second Owner,1497,4,863115
Mahindra,XUV700,2016,28116,Diesel,22.1,Manual,First Owner,1248,5,630934
Tata,Punch,2016,178225,Petrol,27.6,Manual,Second Owner,1997,4,480019
Honda,Jazz,2017,71534,Petrol,16.2,Manual,Second Owner,1197,5,523440
Kia,Seltos,2018,36293,Petrol,17.4,Manual,First Owner,1997,4,721170
Honda,WR-V,2017,62455,Diesel,14.6,Manual,Second Owner,1497,4,579016
Kia,Seltos,2010,36675,Petrol,14.1,Automatic,First Owner,1248,6,393726
Maruti,Baleno,2014,33260,CNG,15.9,Manual,First Owner,1197,7,496919
Mahindra,Bolero,2019,184903,Diesel,13.9,Automatic,First Owner,1197,5,487604
Mahindra,XUV700,2011,172385,Petrol,23.3,Manual,Third Owner,1997,7,325051
Hyundai,i20,2014,145666,CNG,21.3,Automatic,Second Owner,1498,6,383478
Toyota,Glanza,2016,187140,Diesel,28.3,Manual,Third Owner,1497,4,432302
Maruti,Baleno,2020,148198,CNG,19.3,Automatic,Second Owner,1497,5,550408
Mahindra,Scorpio,2011,146710,CNG,16.7,Manual,Second Owner,1498,7,217232
Kia,Carens,2021,188287,Petrol,19.2,Manual,First Owner,998,5,482395
Mahindra,Bolero,2023,197842,CNG,21.8,Automatic,First Owner,1248,4,575180
Mahindra,Scorpio,2019,21547,Petrol,29.7,Manual,Third Owner,1197,5,728314
Maruti,WagonR,2025,157803,Diesel,20.4,Manual,Second Owner,1498,4,711989
Mahindra,Bolero,2024,134009,Diesel,22.3,Automatic,Third Owner,1497,4,790416
Tata,Harrier,2011,171906,CNG,25.3,Automatic,Third Owner,1197,4,212619
Kia,Seltos,2021,54417,CNG,19.4,Manual,First Owner,1997,7,829193
Hyundai,i20,2025,15367,Petrol,17.7,Manual,Third Owner,1997,4,992675
Kia,Carens,2011,148977,Diesel,17.9,Manual,Third Owner,1197,7,244102
Maruti,Swift,2018,198135,Diesel,24.8,Automatic,Second Owner,998,4,376939
Mahindra,Scorpio,2020,57052,Petrol,15.3,Manual,Third Owner,998,4,664829
Honda,WR-V,2020,165259,CNG,15.9,Manual,Third Owner,1197,6,441724
Hyundai,i20,2012,173529,Petrol,23.6,Manual,Second Owner,796,4,189088
Hyundai,Verna,2012,142403,Diesel,15.7,Automatic,Second Owner,1497,4,324878
Tata,Altroz,2020,186853,Petrol,14.7,Automatic,First Owner,796,5,398407
Mahindra,Bolero,2017,13797,Diesel,22.5,Automatic,Third Owner,2179,5,758006
Tata,Harrier,2014,189506,Petrol,22.7,Automatic,First Owner,2179,5,425471
Maruti,Baleno,2016,124669,CNG,25.4,Automatic,Second Owner,1197,4,468974
Hyundai,Venue,2020,84463,CNG,13.6,Automatic,Third Owner,1997,7,700023
Maruti,WagonR,2016,7217,Diesel,20.8,Automatic,Third Owner,1248,5,675590
Honda,City,2019,29948,CNG,21.7,Manual,Third Owner,998,6,651737
Toyota,Innova,2012,69468,CNG,26.8,Manual,First Owner,1248,4,382230
Mahindra,XUV300,2018,55423,Diesel,13.1,Automatic,Third Owner,1248,7,580337
Mahindra,Bolero,2016,93562,Petrol,20.3,Manual,Second Owner,1197,5,491124
Toyota,Glanza,2013,89808,CNG,24.4,Manual,First Owner,2179,5,509805
Toyota,Glanza,2023,82161,Diesel,16.3,Automatic,First Owner,1498,7,802845
Tata,Harrier,2017,5211,Petrol,13,Manual,Third Owner,1498,6,622806
Kia,Sonet,2011,182976,CNG,15.6,Manual,Third Owner,1197,4,109475
Tata,Punch,2011,76007,Petrol,12.5,Automatic,First Owner,796,4,273580
Kia,Carens,2025,15295,CNG,14.4,Automatic,Third Owner,1197,4,938287
Toyota,Fortuner,2017,140738,CNG,15.8,Manual,Third Owner,1498,7,424206
Maruti,Baleno,2019,40992,Petrol,24.4,Automatic,Second Owner,2179,4,855548
Kia,Carens,2012,149934,Petrol,28.6,Automatic,Second Owner,2179,4,424940
Hyundai,Venue,2022,39965,Diesel,21.7,Automatic,Second Owner,1497,7,878748
Tata,Altroz,2025,58567,CNG,17.2,Manual,Second Owner,1197,7,839711
Maruti,Dzire,2016,128291,CNG,27.1,Manual,First Owner,998,5,385226
Mahindra,XUV300,2022,120252,Diesel,19.7,Automatic,First Owner,1497,6,695424
Honda,Amaze,2023,38761,CNG,16,Manual,Second Owner,796,4,753675
Tata,Punch,2010,164501,CNG,24,Manual,First Owner,1997,7,214290
Honda,City,2022,32551,Petrol,13.2,Manual,Third Owner,1248,4,725157
Tata,Nexon,2024,10016,CNG,29.6,Automatic,Second Owner,1197,5,917326
Hyundai,Venue,2015,145676,Diesel,16.2,Automatic,Third Owner,1197,6,408475
Mahindra,Bolero,2019,80617,Diesel,23.8,Automatic,Third Owner,1997,6,698396
Honda,City,2022,82314,CNG,16.5,Manual,Third Owner,2179,4,821183
Kia,Carens,2020,181215,Diesel,27.3,Automatic,First Owner,1197,5,569092
Toyota,Fortuner,2018,9437,CNG,24.9,Manual,First Owner,1498,5,679715
Honda,City,2018,125771,Diesel,12.2,Manual,Third Owner,1248,6,512854
Mahindra,XUV700,2021,83786,CNG,25.3,Manual,First Owner,998,6,700051
Maruti,Baleno,2018,37651,Petrol,26.1,Automatic,Second Owner,1497,4,693941
Tata,Harrier,2023,47891,Diesel,27.7,Manual,Third Owner,1197,7,772956
Honda,Amaze,2020,195428,CNG,25.1,Manual,Third Owner,1997,6,565691
Tata,Altroz,2019,184869,Petrol,28.7,Automatic,Third Owner,1248,7,555070
Kia,Seltos,2020,33611,Diesel,17.7,Manual,Third Owner,1497,4,695131
Kia,Sonet,2012,112997,Petrol,25.1,Automatic,Second Owner,998,5,362827
Honda,WR-V,2020,131871,Petrol,14.3,Manual,Second Owner,2179,4,608123
Toyota,Innova,2015,125400,Petrol,30,Automatic,First Owner,1197,7,497226
Honda,City,2011,51576,Petrol,27.7,Manual,First Owner,1197,7,344609
Kia,Carens,2010,64269,Diesel,16.4,Manual,Second Owner,998,5,270327
Toyota,Glanza,2023,85969,CNG,21.1,Automatic,Third Owner,796,7,700844
Hyundai,i20,2021,188227,Petrol,21.6,Manual,Third Owner,2179,4,645283
Mahindra,Bolero,2018,62069,Diesel,29.5,Automatic,Second Owner,1997,4,763702
Maruti,WagonR,2023,9808,CNG,28.1,Manual,Second Owner,1997,4,1014744
Maruti,Baleno,2017,38593,CNG,14.4,Manual,Third Owner,2179,7,671408
Kia,Carens,2010,8588,CNG,28.8,Manual,Third Owner,1997,6,542736
Mahindra,XUV300,2013,114204,Petrol,19.6,Automatic,First Owner,1997,4,490461
Honda,Amaze,2011,196012,Diesel,22.6,Manual,First Owner,998,4,173191
Toyota,Urban Cruiser,2011,110605,CNG,14.1,Manual,Third Owner,1997,5,336747
Maruti,Swift,2017,19315,Petrol,26.5,Automatic,Second Owner,1248,4,708097
Tata,Altroz,2020,48092,CNG,23.8,Automatic,Second Owner,998,4,736304
Mahindra,Scorpio,2024,126645,CNG,21.9,Manual,First Owner,998,5,716615
Mahindra,Scorpio,2014,94719,CNG,25.9,Automatic,First Owner,796,4,386301
Maruti,Baleno,2020,22926,CNG,27.3,Automatic,Third Owner,1248,4,812911
Honda,Jazz,2011,63498,Diesel,26.8,Manual,Third Owner,796,7,278605
Hyundai,Verna,2012,161523,Diesel,17.5,Automatic,First Owner,1498,5,305239
Mahindra,Scorpio,2010,38810,CNG,14.1,Automatic,Third Owner,796,7,279446
Maruti,Baleno,2013,153721,Diesel,19.6,Manual,First Owner,1997,4,357281
Honda,Amaze,2016,88728,Diesel,27.4,Automatic,Second Owner,796,7,521230
Maruti,Dzire,2020,103676,Diesel,20.4,Automatic,Third Owner,998,6,579718
Tata,Punch,2018,133262,Petrol,22.8,Manual,First Owner,1498,4,548538
Tata,Altroz,2012,124320,Diesel,23.5,Manual,Second Owner,1498,7,377687
Kia,Sonet,2017,165702,Petrol,24.2,Manual,Second Owner,1248,7,447650
Maruti,Baleno,2013,49082,Petrol,25.7,Automatic,First Owner,2179,6,567302
Honda,Amaze,2018,15308,Diesel,25.6,Automatic,First Owner,796,5,663204
Tata,Punch,2017,153328,Diesel,12.2,Manual,Second Owner,2179,6,460313
Hyundai,i20,2016,83413,CNG,24.1,Automatic,Second Owner,2179,7,657234
Maruti,Swift,2022,187228,Diesel,20.5,Manual,Second Owner,796,4,527461
Mahindra,XUV700,2012,92674,Diesel,20.9,Manual,Second Owner,998,7,259690
Maruti,Baleno,2013,125292,Diesel,16.3,Automatic,First Owner,1997,5,438540
Maruti,WagonR,2015,82239,Petrol,20.6,Manual,Second Owner,1498,4,512767
Toyota,Urban Cruiser,2016,54343,Diesel,19.7,Manual,First Owner,2179,7,658524
Kia,Sonet,2021,43989,CNG,19.7,Manual,Second Owner,796,7,657855
Toyota,Innova,2021,189226,Diesel,18.9,Manual,First Owner,796,4,414049
Honda,Amaze,2023,64756,Diesel,25,Manual,First Owner,1498,5,851056
Hyundai,Verna,2025,18633,CNG,25.1,Manual,Second Owner,1498,5,993528
Maruti,Dzire,2024,18965,Petrol,13.9,Automatic,First Owner,1497,6,904604
Hyundai,i20,2023,6175,Petrol,21.8,Manual,Second Owner,796,6,843676
Honda,Amaze,2025,198242,Diesel,21.4,Automatic,Second Owner,1497,4,711202
Kia,Sonet,2022,167434,Diesel,24.3,Manual,Second Owner,1197,4,542863
Honda,WR-V,2014,165854,CNG,24,Manual,First Owner,1248,6,347770
Toyota,Urban Cruiser,2019,74618,CNG,22.9,Manual,Second Owner,1248,5,656250
Kia,Carens,2015,93011,Diesel,12.2,Automatic,Second Owner,1498,5,451371
Mahindra,XUV300,2018,183688,Diesel,17.8,Manual,First Owner,1498,5,475349
Hyundai,Verna,2024,149783,Diesel,21.3,Automatic,Third Owner,1997,7,789147
Tata,Nexon,2015,90408,Petrol,20.6,Manual,Third Owner,2179,4,563790
Honda,Amaze,2023,185191,Diesel,26,Manual,Third Owner,2179,6,742403
Honda,WR-V,2020,132842,Diesel,23,Automatic,Third Owner,1248,5,558654
Maruti,Dzire,2017,82278,Diesel,15,Automatic,Second Owner,1197,4,553543
Kia,Sonet,2022,132871,CNG,17.6,Automatic,Second Owner,2179,5,714723
Kia,Seltos,2025,146645,CNG,23.7,Manual,First Owner,1248,4,683323
Maruti,Swift,2015,28487,Diesel,17.6,Automatic,Third Owner,1497,7,549589
Mahindra,Bolero,2011,105703,Diesel,29.1,Automatic,Third Owner,2179,5,453088
Tata,Harrier,2013,132018,Diesel,28.4,Automatic,First Owner,796,5,346340
Hyundai,Creta,2021,47403,Petrol,27.4,Manual,Third Owner,1997,7,861746
Hyundai,i20,2020,33733,Diesel,19.3,Automatic,Second Owner,2179,6,878615
Honda,Amaze,2022,39449,Petrol,19.5,Automatic,Third Owner,796,5,754920
Tata,Punch,2015,47346,CNG,22.4,Manual,Third Owner,1997,5,641145
Maruti,Dzire,2021,192955,Diesel,26.5,Automatic,First Owner,2179,7,681432
Hyundai,Creta,2020,79670,Diesel,27.9,Automatic,Second Owner,1197,4,700501
Mahindra,XUV300,2022,15520,Diesel,29.1,Automatic,Second Owner,796,7,821489
Toyota,Fortuner,2017,118086,CNG,24.3,Automatic,Second Owner,1497,4,532617
Mahindra,XUV300,2025,39723,CNG,21.1,Automatic,First Owner,2179,5,1038163
Tata,Harrier,2017,127292,Diesel,24.5,Manual,Third Owner,1248,7,501749
Mahindra,Bolero,2011,146171,Diesel,22.4,Automatic,Third Owner,796,7,235359
Mahindra,Bolero,2015,159568,CNG,18.1,Manual,Third Owner,1498,5,323401
Kia,Sonet,2019,167798,CNG,20.8,Manual,First Owner,1248,4,449581
Hyundai,Verna,2025,78524,Petrol,21.7,Automatic,Third Owner,2179,4,986079
Kia,Carens,2012,41201,CNG,25.1,Manual,Second Owner,1497,7,437280
Tata,Altroz,2022,11514,Diesel,12.8,Automatic,Second Owner,1498,6,811017
Kia,Carens,2025,80752,Diesel,21,Manual,Third Owner,1197,7,773081
